symbol_id	symbols
583	%69
584	%70
585	%71
586	%72
587	%73
588	%74
589	%75
590	%76
591	%77
592	%78
593	%79
594	%80
595	%81
596	%82
597	%83
598	%84
599	%85
600	%86
601	%87
602	%88
603	%89
604	%90
605	%91
606	%92
607	%93
608	%94
609	%95
610	%96
611	%97
612	%98
613	%99
619	-10
620	-11
621	-12
622	-13
623	-14
624	-15
634	+10
635	+11
636	+12
637	+13
638	+14
639	+15
1739	010
1740	011
1741	012
1742	013
1743	014
1744	015
1745	016
1746	017
1747	018
1748	019
1750	020
1751	021
1752	022
1753	023
1754	024
1755	025
1756	026
1757	027
1758	028
1759	029
1761	030
1762	031
1763	032
1764	033
1765	034
1766	035
1767	036
1768	037
1769	038
1770	039
1772	040
1773	041
1774	042
1775	043
1776	044
1777	045
1778	046
1779	047
1780	048
1781	049
1783	050
1784	051
1785	052
1786	053
1787	054
1788	055
1789	056
1790	057
1791	058
1792	059
1794	060
1795	061
1796	062
1797	063
1798	064
1799	065
1800	066
1801	067
1802	068
1803	069
1805	070
1806	071
1807	072
1808	073
1809	074
1810	075
1811	076
1812	077
1813	078
1814	079
1816	080
1817	081
1818	082
1819	083
1820	084
1821	085
1822	086
1823	087
1824	088
1825	089
1827	090
1828	091
1829	092
1830	093
1831	094
1832	095
1833	096
1834	097
1835	098
1836	099
1838	100
1839	101
1840	102
1841	103
1842	104
1843	105
1844	106
1845	107
1846	108
1847	109
1849	110
1850	111
1851	112
1852	113
1853	114
1854	115
1855	116
1856	117
1857	118
1858	119
1860	120
1861	121
1862	122
1863	123
1864	124
1865	125
1866	126
1867	127
1868	128
1869	129
1871	130
1872	131
1873	132
1874	133
1875	134
1876	135
1877	136
1878	137
1879	138
1880	139
1882	140
1883	141
1884	142
1885	143
1886	144
1887	145
1888	146
1889	147
1890	148
1891	149
1893	150
1894	151
1895	152
1896	153
1897	154
1898	155
1899	156
1900	157
1901	158
1902	159
1904	160
1905	161
1906	162
1907	163
1908	164
1909	165
1910	166
1911	167
1912	168
1913	169
1915	170
1916	171
1917	172
1918	173
1919	174
1920	175
1921	176
1922	177
1923	178
1924	179
1926	180
1927	181
1928	182
1929	183
1930	184
1931	185
1932	186
1933	187
1934	188
1935	189
1937	190
1938	191
1939	192
1940	193
1941	194
1942	195
1943	196
1944	197
1945	198
1946	199
1948	200
1949	201
1950	202
1951	203
1952	204
1953	205
1954	206
1955	207
1956	208
1957	209
1959	210
1960	211
1961	212
1962	213
1963	214
1964	215
1965	216
1966	217
1967	218
1968	219
1970	220
1971	221
1972	222
1973	223
1974	224
1975	225
1976	226
1977	227
1978	228
1979	229
1981	230
1982	231
1983	232
1984	233
1985	234
1986	235
1987	236
1988	237
1989	238
1990	239
1992	240
1993	241
1994	242
1995	243
1996	244
1997	245
1998	246
1999	247
2000	248
2001	249
2003	250
2004	251
2005	252
2006	253
2007	254
2008	255
2009	256
2010	257
2011	258
2012	259
2014	260
2015	261
2016	262
2017	263
2018	264
2019	265
2020	266
2021	267
2022	268
2023	269
2025	270
2026	271
2027	272
2028	273
2029	274
2030	275
2031	276
2032	277
2033	278
2034	279
2036	280
2037	281
2038	282
2039	283
2040	284
2041	285
2042	286
2043	287
2044	288
2045	289
2047	290
2048	291
2049	292
2050	293
2051	294
2052	295
2053	296
2054	297
2055	298
2056	299
2058	300
2059	301
2060	302
2061	303
2062	304
2063	305
2064	306
2065	307
2066	308
2067	309
2069	310
2070	311
2071	312
2072	313
2073	314
2074	315
2075	316
2076	317
2077	318
2078	319
2080	320
2081	321
2082	322
2083	323
2084	324
2085	325
2086	326
2087	327
2088	328
2089	329
2091	330
2092	331
2093	332
2094	333
2095	334
2096	335
2097	336
2098	337
2099	338
2100	339
2102	340
2103	341
2104	342
2105	343
2106	344
2107	345
2108	346
2109	347
2110	348
2111	349
2113	350
2114	351
2115	352
2116	353
2117	354
2118	355
2119	356
2120	357
2121	358
2122	359
2124	360
2125	361
2126	362
2127	363
2128	364
2129	365
2130	366
2131	367
2132	368
2133	369
2135	370
2136	371
2137	372
2138	373
2139	374
2140	375
2141	376
2142	377
2143	378
2144	379
2146	380
2147	381
2148	382
2149	383
2150	384
2151	385
2152	386
2153	387
2154	388
2155	389
2157	390
2158	391
2159	392
2160	393
2161	394
2162	395
2163	396
2164	397
2165	398
2166	399
2168	400
2169	401
2170	402
2171	403
2172	404
2173	405
2174	406
2175	407
2176	408
2177	409
2179	410
2180	411
2181	412
2182	413
2183	414
2184	415
2185	416
2186	417
2187	418
2188	419
2190	420
2191	421
2192	422
2193	423
2194	424
2195	425
2196	426
2197	427
2198	428
2199	429
2201	430
2202	431
2203	432
2204	433
2205	434
2206	435
2207	436
2208	437
2209	438
2210	439
2212	440
2213	441
2214	442
2215	443
2216	444
2217	445
2218	446
2219	447
2220	448
2221	449
2223	450
2224	451
2225	452
2226	453
2227	454
2228	455
2229	456
2230	457
2231	458
2232	459
2234	460
2235	461
2236	462
2237	463
2238	464
2239	465
2240	466
2241	467
2242	468
2243	469
2245	470
2246	471
2247	472
2248	473
2249	474
2250	475
2251	476
2252	477
2253	478
2254	479
2256	480
2257	481
2258	482
2259	483
2260	484
2261	485
2262	486
2263	487
2264	488
2265	489
2267	490
2268	491
2269	492
2270	493
2271	494
2272	495
2273	496
2274	497
2275	498
2276	499
2278	500
2279	501
2280	502
2281	503
2282	504
2283	505
2284	506
2285	507
2286	508
2287	509
2289	510
2290	511
2291	512
2292	513
2293	514
2294	515
2295	516
2296	517
2297	518
2298	519
2300	520
2301	521
2302	522
2303	523
2304	524
2305	525
2306	526
2307	527
2308	528
2309	529
2311	530
2312	531
2313	532
2314	533
2315	534
2316	535
2317	536
2318	537
2319	538
2320	539
2322	540
2323	541
2324	542
2325	543
2326	544
2327	545
2328	546
2329	547
2330	548
2331	549
2333	550
2334	551
2335	552
2336	553
2337	554
2338	555
2339	556
2340	557
2341	558
2342	559
2344	560
2345	561
2346	562
2347	563
2348	564
2349	565
2350	566
2351	567
2352	568
2353	569
2355	570
2356	571
2357	572
2358	573
2359	574
2360	575
2361	576
2362	577
2363	578
2364	579
2366	580
2367	581
2368	582
2369	583
2370	584
2371	585
2372	586
2373	587
2374	588
2375	589
2377	590
2378	591
2379	592
2380	593
2381	594
2382	595
2383	596
2384	597
2385	598
2386	599
2388	600
2389	601
2390	602
2391	603
2392	604
2393	605
2394	606
2395	607
2396	608
2397	609
2399	610
2400	611
2401	612
2402	613
2403	614
2404	615
2405	616
2406	617
2407	618
2408	619
2410	620
2411	621
2412	622
2413	623
2414	624
2415	625
2416	626
2417	627
2418	628
2419	629
2421	630
2422	631
2423	632
2424	633
2425	634
2426	635
2427	636
2428	637
2429	638
2430	639
2432	640
2433	641
2434	642
2435	643
2436	644
2437	645
2438	646
2439	647
2440	648
2441	649
2443	650
2444	651
2445	652
2446	653
2447	654
2448	655
2449	656
2450	657
2451	658
2452	659
2454	660
2455	661
2456	662
2457	663
2458	664
2459	665
2460	666
2461	667
2462	668
2463	669
2465	670
2466	671
2467	672
2468	673
2469	674
2470	675
2471	676
2472	677
2473	678
2474	679
2476	680
2477	681
2478	682
2479	683
2480	684
2481	685
2482	686
2483	687
2484	688
2485	689
2487	690
2488	691
2489	692
2490	693
2491	694
2492	695
2493	696
2494	697
2495	698
2496	699
2498	700
2499	701
2500	702
2501	703
2502	704
2503	705
2504	706
2505	707
2506	708
2507	709
2509	710
2510	711
2511	712
2512	713
2513	714
2514	715
2515	716
2516	717
2517	718
2518	719
2520	720
2521	721
2522	722
2523	723
2524	724
2525	725
2526	726
2527	727
2528	728
2529	729
2531	730
2532	731
2533	732
2534	733
2535	734
2536	735
2537	736
2538	737
2539	738
2540	739
2542	740
2543	741
2544	742
2545	743
2546	744
2547	745
2548	746
2549	747
2550	748
2551	749
2553	750
2554	751
2555	752
2556	753
2557	754
2558	755
2559	756
2560	757
2561	758
2562	759
2564	760
2565	761
2566	762
2567	763
2568	764
2569	765
2570	766
2571	767
2572	768
2573	769
2575	770
2576	771
2577	772
2578	773
2579	774
2580	775
2581	776
2582	777
2583	778
2584	779
2586	780
2587	781
2588	782
2589	783
2590	784
2591	785
2592	786
2593	787
2594	788
2595	789
2597	790
2598	791
2599	792
2600	793
2601	794
2602	795
2603	796
2604	797
2605	798
2606	799
2608	800
2609	801
2610	802
2611	803
2612	804
2613	805
2614	806
2615	807
2616	808
2617	809
2619	810
2620	811
2621	812
2622	813
2623	814
2624	815
2625	816
2626	817
2627	818
2628	819
2630	820
2631	821
2632	822
2633	823
2634	824
2635	825
2636	826
2637	827
2638	828
2639	829
2641	830
2642	831
2643	832
2644	833
2645	834
2646	835
2647	836
2648	837
2649	838
2650	839
2652	840
2653	841
2654	842
2655	843
2656	844
2657	845
2658	846
2659	847
2660	848
2661	849
2663	850
2664	851
2665	852
2666	853
2667	854
2668	855
2669	856
2670	857
2671	858
2672	859
2674	860
2675	861
2676	862
2677	863
2678	864
2679	865
2680	866
2681	867
2682	868
2683	869
2685	870
2686	871
2687	872
2688	873
2689	874
2690	875
2691	876
2692	877
2693	878
2694	879
2696	880
2697	881
2698	882
2699	883
2700	884
2701	885
2702	886
2703	887
2704	888
2705	889
2707	890
2708	891
2709	892
2710	893
2711	894
2712	895
2713	896
2714	897
2715	898
2716	899
2718	900
2719	901
2720	902
2721	903
2722	904
2723	905
2724	906
2725	907
2726	908
2727	909
2729	910
2730	911
2731	912
2732	913
2733	914
2734	915
2735	916
2736	917
2737	918
2738	919
2740	920
2741	921
2742	922
2743	923
2744	924
2745	925
2746	926
2747	927
2748	928
2749	929
2751	930
2752	931
2753	932
2754	933
2755	934
2756	935
2757	936
2758	937
2759	938
2760	939
2762	940
2763	941
2764	942
2765	943
2766	944
2767	945
2768	946
2769	947
2770	948
2771	949
2773	950
2774	951
2775	952
2776	953
2777	954
2778	955
2779	956
2780	957
2781	958
2782	959
2784	960
2785	961
2786	962
2787	963
2788	964
2789	965
2790	966
2791	967
2792	968
2793	969
2795	970
2796	971
2797	972
2798	973
2799	974
2800	975
2801	976
2802	977
2803	978
2804	979
2806	980
2807	981
2808	982
2809	983
2810	984
2811	985
2812	986
2813	987
2814	988
2815	989
2817	990
2818	991
2819	992
2820	993
2821	994
2822	995
2823	996
2824	997
2825	998
2826	999
